211:328,292,228,320,224,
212:187,160,101,123,106,
213:386,362,361,317,269,
214:240,291,338,261,301,
215:311,366,399,223,284,
216:389,279,350,299,203,
217:221,218,342,377,303,
218:303,221,217,377,342,
219:360,295,352,210,298,
220:185,249,194,323,161,
221:217,218,342,377,303,
222:322,387,315,288,373,
223:311,235,284,399,366,
224:320,228,281,328,292,
225:260,309,267,324,282,
226:356,369,349,370,276,
227:392,390,255,385,250,
228:320,281,224,328,292,
229:355,348,244,290,259,
230:241,379,261,200,240,
231:310,234,393,221,217,
232:206,397,273,270,252,
233:315,322,222,205,387,
234:231,310,388,221,342,
235:223,284,296,269,246,
236:335,207,339,208,254,
237:283,233,346,315,205,
238:347,380,383,398,382,
239:209,262,285,395,254,
240:261,214,379,230,291,
241:200,230,379,391,261,
242:343,353,232,206,280,
243:297,315,233,371,222,
244:290,268,367,256,355,
245:321,334,368,258,210,
246:378,269,235,362,375,
247:287,382,398,226,369,
248:375,289,330,361,378,
249:194,161,168,121,133,
250:255,390,392,227,385,
251:202,293,394,247,382,
252:270,209,285,239,203,
253:326,363,300,256,384,
254:207,236,335,208,239,
255:390,250,392,227,385,
256:326,290,268,244,367,
257:275,338,214,291,301,
258:368,319,334,393,310,
259:286,348,281,228,229,
260:225,309,282,274,324,
261:240,379,230,241,214,
262:239,209,285,395,270,
263:260,337,309,215,340,
264:241,384,341,300,391,
265:357,294,297,371,243,
266:359,312,348,355,229,
267:344,225,317,324,282,
268:290,244,367,256,326,
269:358,378,362,386,213,
270:252,285,262,209,239,
271:316,331,251,202,304,
272:396,204,222,322,315,
273:232,306,381,206,340,
274:282,324,213,317,358,
275:257,338,214,291,301,
276:364,349,370,356,369,
277:365,224,320,228,281,
278:236,335,207,208,339,
279:216,388,389,336,350,
280:395,239,262,209,254,
281:228,320,224,286,328,
282:324,317,274,358,213,
283:237,346,205,233,373,
284:223,235,296,311,246,
285:209,239,262,203,270,
286:259,281,348,228,320,
287:247,382,226,398,369,
288:373,387,322,222,315,
289:375,248,330,361,378,
290:244,268,256,367,326,
291:301,214,240,338,261,
292:328,320,228,224,211,
293:394,287,247,382,398,
294:357,265,316,297,371,
295:352,360,219,210,245,
296:235,284,223,311,246,
297:243,371,315,222,387,
298:295,360,352,219,210,
299:350,308,203,333,285,
300:384,341,367,268,253,
301:291,214,240,261,338,
302:327,208,339,207,335,
303:218,227,221,392,385,
304:331,271,251,202,316,
305:318,345,312,337,325,
306:351,332,292,273,328,
307:329,206,397,333,308,
308:299,350,333,203,397,
309:225,260,267,344,324,
310:231,234,393,319,221,
311:399,223,366,215,284,
312:266,359,211,263,348,
313:14,15,16,13,17,
314:306,201,351,332,348,
315:233,222,387,322,373,
316:294,357,265,271,251,
317:386,362,361,324,213,
318:305,345,337,312,372,
319:393,310,258,217,231,
320:224,228,281,328,292,
321:245,334,368,258,210,
322:222,288,387,373,315,
323:185,187,194,220,161,
324:282,317,213,386,362,
325:343,316,271,304,242,
326:256,290,268,244,253,
327:302,208,339,207,335,
328:292,320,228,224,281,
329:307,397,333,206,308,
330:361,248,362,386,378,
331:304,271,251,202,238,
332:351,306,292,328,281,
333:308,397,329,270,262,
334:368,258,321,245,319,
335:236,339,207,208,254,
336:374,350,279,299,216,
337:309,263,260,225,372,
338:214,291,301,240,275,
339:208,335,236,207,327,
340:381,215,296,284,311,
341:384,300,367,268,244,
342:221,377,217,218,303,
343:280,395,239,353,262,
344:267,289,375,248,317,
345:318,337,312,372,263,
346:205,283,373,288,387,
347:238,380,383,398,382,
348:259,229,286,355,281,
349:276,370,364,356,226,
350:299,308,216,389,203,
351:332,306,292,328,228,
352:295,360,210,219,245,
353:343,329,280,299,308,
354:191,313,364,376,276,
355:229,244,290,367,268,
356:369,226,370,349,276,
357:265,294,297,371,243,
358:269,213,362,378,386,
359:253,268,256,326,367,
360:219,295,352,210,298,
361:330,386,362,378,248,
362:386,361,378,213,330,
363:391,200,253,241,300,
364:276,370,349,356,369,
365:277,182,163,180,176,
366:399,311,215,223,358,
367:268,244,290,256,355,
368:258,334,319,393,310,
369:356,226,370,349,276,
370:276,364,349,356,369,
371:297,243,222,315,387,
372:337,309,385,344,377,
373:387,288,322,222,315,
374:336,350,299,308,216,
375:248,289,330,361,378,
376:349,276,226,364,356,
377:342,218,221,217,303,
378:362,361,330,269,386,
379:261,230,241,200,240,
380:383,347,238,398,382,
381:340,215,296,284,311,
382:398,247,287,369,356,
383:380,347,238,398,382,
384:300,341,367,268,391,
385:227,392,255,390,250,
386:362,361,213,317,330,
387:373,288,222,322,315,
388:279,216,336,389,234,
389:216,350,299,279,203,
390:255,392,227,250,385,
391:200,363,241,300,384,
392:227,390,255,250,385,
393:319,217,221,310,231,
394:293,287,247,382,398,
395:239,262,209,280,254,
396:272,204,222,322,233,
397:333,329,270,206,308,
398:382,247,369,356,226,
399:311,366,215,223,284,
